Hole diameter (mm),Burden (m),Spacing (m),Stemming (m),Bench height (m),Charge per delay (kg),Powder factor (kg/m3),Rock density (t/m3),Flyrock distance (m),Lundborg (m),SDoB
236.5678100968589,6.81036510515088,3.0709629839848973,5.5589239514194,18.51138533710313,326.80102251131837,0.6570167409370511,2.9212690908577903,303.0656610497145,350.80808937426696,0.8070422360261574
273.95717717360344,6.4909512235885805,7.382716182664473,3.196920402406626,6.845982699634228,315.548594889289,0.25957088923714594,2.5568248748133744,464.0830971160977,386.86041020585225,0.46958016025950694
194.6735675549122,4.393030263167255,3.8433726289738237,5.8968661187373215,11.475829743083892,177.02202558250406,0.2667060403597897,2.9308256831735333,275.480243751225,308.0613101306305,1.0502164884848568
149.49289285301836,6.544722595108089,3.4106699263277873,5.3781659986387895,6.756068297270856,357.9926435520642,0.7986003500624237,2.5800236152681877,425.557650535393,258.3327875569496,0.7574305803701742
217.90822048630946,7.74073842257417,4.094885064739588,4.602540288327417,19.985565884607595,155.20227223981482,1.1186243502149702,2.664588270858397,484.35692395528673,332.10971171296984,0.856442558833986
115.33780652577263,3.4577991718528445,8.763045130092252,3.5677020289845247,18.80145303500842,346.4101840296639,0.5995835137059164,2.910740146871342,600.0,217.3102900351447,0.507993737389998
274.97491494644964,4.6308132100178305,8.20694575170015,4.844441504797994,14.187185373447235,17.468392480957554,0.8506198151991557,2.5944114452034044,444.02791117658273,387.8179298720059,1.867064848890697
234.01785941651156,4.173361327307971,9.641406836436486,5.264773076281413,9.049824035975437,142.15596464073573,0.7420077689567715,2.5744631509124996,600.0,348.2826454385385,1.008767994073606
260.4403376778431,4.9662506720033335,9.852833810552873,3.213199499546229,9.87488815276457,342.752048817835,1.0897578444520615,2.801194109637552,600.0,374.0284745908089,0.45913916226882834
176.0959273391425,6.711663274269732,9.252987904617875,5.971320259628117,12.293607124799685,361.0172767823596,1.0323876116422352,2.9998058174483857,600.0,288.13678597007095,0.8386119287055755
304.8758870985348,5.371212907126933,3.9304823568389944,5.634477479018556,10.518922554892841,303.78749628205105,0.39934856016940373,2.4786341886548686,418.1123793105355,415.44597038220604,0.8381665970420392
288.6623143563393,5.853653030601231,9.148679186474862,3.9420057613716906,6.2983946760891705,269.59699767380175,0.8775430985597186,2.8206363879118217,600.0,400.5830409285827,0.6102094150805665
264.68215088841623,4.570774440391712,8.870459943520517,4.891319663101581,15.187584113639884,327.1244392376082,1.0475031858095383,2.716173232743131,600.0,378.0787510955193,0.7098856260137036
142.6794899410612,3.7064463354355026,9.097601019017882,4.096035578475128,14.587990657306218,284.4854843477411,1.130249381812539,2.646370494185222,600.0,250.42260655555336,0.6227929432963909
199.54468977895016,4.334668244688642,4.0617993198154405,5.043722208788105,18.66034984506377,105.41727701374545,0.789927140525222,2.8499152498246896,515.7411072743887,313.178987851708,1.0676950462952803
111.15498704953082,7.298401506209935,3.8175427944132228,5.307928815511925,12.675956561476305,189.1635757744713,0.37591123516051667,2.7329017976457655,242.58572311722537,212.0240541611901,0.9246539976033973
134.2465038421175,6.012084810767052,9.466662157088571,2.09289022062817,10.82592546517743,265.97847416503305,0.7582320840844456,2.8786866888248377,600.0,240.4553747690806,0.3254350198442984
244.757231227673,4.889943365986168,4.216786543941532,2.316528118802597,13.161240560848738,237.1820890617302,0.8658190116583506,2.8463123668494497,600.0,358.8581831335103,0.37423431993871664
257.6552905847338,6.949529908677938,5.580352117298208,3.345869663506908,8.725729872541756,354.61355481360886,0.4724890615200675,2.991071390360777,561.731965463322,371.35722335590236,0.47270541270314465
304.2095340787499,3.322287162274544,6.191893946458421,5.670454530529398,14.75756492554701,192.1686329531922,1.1730014821256898,2.8865195091180276,600.0,414.8404023888681,0.9826307986006023
170.09749985087376,4.269455439611928,3.8710976948069513,3.5930943325735587,16.78046035906226,75.30501431916649,0.42932625130807395,2.440079878457158,338.7193887687049,281.5557837296246,0.8508649894631769
179.4260785612876,4.150515770286696,3.144440016227832,5.550048860807697,8.14846398725969,89.75990477808824,1.1113525217310383,2.867747577326475,379.19140346619685,291.75806943073803,1.2395651151256222
200.13716455664385,7.92682281084111,9.958633288369814,3.8497356505270117,10.457365046894608,339.1923407494198,0.6251807575246426,2.7898219321247706,600.0,313.7985949235244,0.5520124801278007
141.5995140486157,6.530492911963801,9.136600713844729,3.1554116812462936,18.149213711129583,8.444776918129254,0.20055416483290395,2.453874210136167,163.98149642594356,249.15733376292036,1.5495061410241384
129.15359461511358,6.088929681942771,9.38636550545446,5.602580732249981,13.077444480873506,348.3064929887493,0.7432890733499786,2.7632935371108562,550.0785374324872,234.33482323794195,0.7962832858126285
201.42232958122014,3.0249248264723647,4.99194148490483,4.2426830756747105,13.445713053485655,26.95729381357398,0.8282858659173467,2.8504821603405235,516.7437321795877,315.1405165958948,1.414974112091477
149.4240539516348,3.9215500104492866,4.540711009218073,3.4419371801201653,16.113714758746923,159.70509489531514,1.0693633532082976,2.5183167079466333,600.0,258.2534762708746,0.6344002555112717
241.99112488864466,6.177706464865391,5.981065907227986,2.177628014511267,14.090499413098572,321.06960984102346,0.7405632384702634,2.660946988784146,600.0,356.1493246400675,0.31801721369605435
193.36475104431713,4.898596632408329,6.173235582846048,2.4437325297928956,6.974116753033468,166.00807384484762,0.2941293821527316,2.7254917729463446,600.0,306.6789999753391,0.4446421196849886
276.029742976088,7.621401918395304,3.0391960720496844,2.557241310566122,17.2554639660825,329.82753388635075,1.1268135593062778,2.6478916311575036,600.0,388.8090993696538,0.370120160966812
248.35540631847007,6.8236210957087895,8.45477178791883,3.459345161642425,18.91970452147855,44.61803963768434,0.7653547909254732,2.9256028817707644,600.0,362.36667009632873,0.9753423192287415
167.28462804884657,5.2369203640206,9.976669266994122,4.429331822977376,6.7458812618713715,207.05917944189864,0.471531191972179,2.5013419232541376,581.6903669052633,278.4431401733915,0.7486980817748146
275.94229849159706,6.747574887691352,6.700836090714626,3.2303604576877194,7.697496590405714,235.07723710960863,1.098858616488494,2.862933331534113,600.0,388.7269801838282,0.5234165608837513
270.1957507168316,7.877021619131108,5.717810865087159,2.262110535059201,15.827652830904727,356.8930959087102,0.3209134723670343,2.8668547155228397,436.26186127787184,383.3112002229585,0.31890973264923067
182.98298121730647,5.304904123507353,5.749263252548423,3.059234949269335,14.462635055203357,41.980455503981375,0.29748283901336164,2.6688179765355953,472.61056762891997,295.60127223311287,0.8802319264190821
162.26057372142103,6.212629439442667,3.672539925204705,3.6347266035984407,11.355237985604441,138.74727068678405,0.7350090938005818,2.723686795140588,335.65306149509706,272.83987237288267,0.7020967027110065
244.6415603307699,7.5933230753064755,4.8631327285480825,5.969079714689316,13.5494810851652,265.44249748425125,0.8248842278062096,2.4921374695877714,562.3382680841453,358.7451113142635,0.9287893504980375
131.20826907434576,4.243373310180866,6.5149295204424185,3.5719476190037547,15.846739952014822,392.0723823347307,0.7109591673914732,2.517094543272392,600.0,236.81359843069524,0.4880335338364358
143.78081431729765,7.432789568331391,6.0229360079428815,2.356781674989776,13.06267046633301,340.06835796335344,1.1289920471124324,2.7189988872612707,600.0,251.7096073552383,0.3376478157045886
103.53871437796015,3.487723533864913,6.815243220201771,4.324459257895734,7.962636544899089,339.36554936987636,0.46282083472609753,2.5348084697600948,346.0297213016608,202.22476759166426,0.619977448150441
266.4671948979469,6.242240852938233,8.943459540461847,5.678560290505159,7.252104407866063,209.28709912279132,1.1902350758760618,2.8838792307771537,600.0,379.7767144512577,0.9564393192789918
240.9538290277347,6.914190775278922,4.576696118897284,5.146782795447001,12.144022292637343,227.8981532241668,0.21934933444598742,2.7697308500292146,231.09035509312588,355.1308392078007,0.8426015206723342
249.37956413290405,6.073031096262131,3.193649266344184,5.344873236748946,18.92038660988367,344.13913716185755,0.3185339946601527,2.433947207042642,261.9255878549436,363.362195178834,0.7627099073442212
265.1723674835913,5.477674020762715,3.2675781169791853,5.712927184409322,13.808908445918913,348.50210657142003,0.38567630602741204,2.614726001002985,457.7360829802339,378.54543239134654,0.8118146534099951
197.91339708751303,6.08673549962843,3.9391816371480086,4.546174013542152,11.015080966249887,321.89845336148414,0.27957572705452666,2.9150555588209466,425.80422685378915,311.46981274526075,0.6633454559647196
220.86690995415478,3.758318543897223,6.9933808936308175,5.979690922613995,18.721886373294495,328.3356536979074,0.6382178664290146,2.5664664288201724,600.0,335.1091372604025,0.8667743583307389
131.2175726086804,4.077853551651092,8.657293670265474,2.1331262795186032,11.440850186505134,352.4537943053484,1.0653721757121197,2.831830733249504,600.0,236.82479273231112,0.3019830051947332
125.93678536901845,4.34949671978171,9.20764157496442,5.3393587045742485,13.128050733081253,49.94386278131227,1.0207593268801305,2.4562800827976217,516.8939516395994,230.4274613454748,1.4498677463841916
241.69621901420857,5.988896703150191,7.445792413824798,5.428042678089047,7.630990628802097,120.5925538774635,0.9447568560476172,2.9583201923696247,581.9580769008852,355.8599149287415,1.098676299581316
200.45910708391472,5.2095053687253525,5.822002767156254,5.66680156304786,16.32361323727134,390.564845911675,0.2074094019354577,2.6696074088002764,444.69022333709927,314.1350243494206,0.7752473460354168
220.13434625456847,4.222379212429198,4.081602957093033,3.9126778305433962,15.804241400012017,220.1865831857781,1.0657060267562282,2.6949393813550495,600.0,334.36774147406584,0.6479534484393281
261.88476119994937,7.4140466607229,5.809928376104353,5.1510236944824,17.119415900030607,74.70322471646834,0.5964990919552149,2.741898078737502,411.0637268424592,375.41012787035595,1.2230581270787455
234.65612888012348,4.869609201466117,5.326905937354485,2.780321596484719,10.552678387988689,203.70697511381323,0.931637754523879,2.618059403760075,600.0,348.9156377219806,0.47252675071629396
217.69809473752113,5.230158596149456,9.090181165999965,4.412520900712858,12.104745066926686,260.0847492449186,0.9269186844637285,2.835171180721057,600.0,331.89617832134337,0.6912712260237088
218.87429659579144,5.048505382744973,6.40703564187425,3.4345806094538456,8.356783961380778,332.14768365537464,0.37752102721853614,2.4087501394237867,600.0,333.09057314136714,0.4959409516041171
165.52557049508596,3.909714776383763,4.583371299681701,4.384694602647902,19.50306826535099,325.8098067792698,0.7153948475843259,2.4973225605869267,600.0,276.4877505260032,0.6372130072864386
108.44092742469934,6.658135077151167,5.021607467710459,4.702242028633201,7.205082863710357,24.450389866304587,1.1261809589460743,2.513292550566076,198.9403055904941,208.558541798472,1.6201045787231494
193.27393434956372,5.24229131134429,3.955291151798823,3.3882746669847155,15.086186251447302,184.14236985410128,0.46304863008187996,2.781204110359678,596.0349726475937,306.5829681543538,0.5955625298023021
146.8481966192816,3.0812855494635922,9.430098143483917,2.864953197211488,15.873603523912607,13.124777193868201,0.9150278480015348,2.934360488745277,600.0,255.27693562561166,1.2145634799044083
187.38248653844897,7.8200685117989845,3.3524209236552798,3.286751635437339,8.208310631113715,355.82166884816905,1.1580510392938708,2.4381838448888,600.0,300.3206288613774,0.4638270687573408
280.3612423130467,7.0788180579770685,3.0899237398912596,4.655828980429771,11.114524881626858,73.69289982985684,0.5606311756293925,2.911475159983471,246.60597798399579,392.8660346490065,1.1105082871142293
150.8933525458562,6.617796770459016,4.280922534688081,4.7074969346912425,6.603771934674766,251.8255045912172,0.5876336726916522,2.891708157451518,308.54738753464,259.94366513980555,0.7454585066127832
114.1852730130148,7.345459352592645,8.67611812537438,4.965267744096396,13.792515606212973,230.3942566557581,0.6525625092085736,2.445975397297188,317.0055431066148,215.86019379921672,0.809938647573601
160.80923343259727,7.5340362680277515,6.664267506417569,2.506146434290824,19.929133999530737,252.08412668393194,1.0090392416694438,2.4859370542673513,600.0,271.21049249447594,0.3967265601214667
163.36109537323688,4.687448531922193,7.380903011638905,5.274069561017846,12.018389395510225,227.54956601840618,0.639284721736161,2.6100271945382914,437.7909895848162,274.0721609758034,0.8638808554351513
240.34055157792108,6.054793392083493,5.504121727910144,4.752591206163822,19.86011508522111,287.65752755981,0.6862459560073753,2.4688017686130572,485.7146947578499,354.52799555836935,0.7199547681326556
218.41971983932717,6.0440390460279705,3.4807458988441904,2.1220203067625567,7.767155933325475,252.31343657915082,0.4223174897702772,2.85497168106029,285.7807439848268,332.62921946287975,0.33581705031607545
265.83472570324045,4.336498344052985,8.993107137445177,3.342391397740203,11.494360805749139,40.66859747447164,1.1883450653521908,2.7024415882586927,600.0,379.1755342757602,0.9719357866704674
240.841529928424,4.109761257235336,4.343259904877852,3.8668450236259084,18.627509580678606,149.87334064793887,1.0923541539698982,2.646458764971912,558.3097895526586,355.0204889607543,0.7279730538660124
186.93485404097476,3.5695362740951104,3.231414403815803,3.442469961547259,18.27373674320461,220.90440719418746,0.8002543130284576,2.834968575155875,580.0274266457698,299.84215350159843,0.5694671796018328
272.1302603952013,6.296570979582264,7.008928951532356,2.4696675528336525,10.530282090176978,133.45298322977996,1.1605600714599187,2.57573722383856,600.0,385.1386091564921,0.4832765625949049
136.8973402607101,6.904594955153899,3.5830245426922076,2.829385138020028,15.500548172756643,305.3306994987191,0.8869977667473801,2.9229188490687963,408.50620886585705,243.61040839933443,0.4201798713386248
106.74682328497684,6.804764897585019,3.6703329630188395,2.09824557964053,18.40624240180907,130.5695974467218,1.1591056325191629,2.792380043208485,396.4035121602191,206.38072761796397,0.41359533198013226
120.82000290210912,4.581376885924872,8.602639220377675,2.3723086454102513,16.736284526145187,332.33024884970064,0.36153586673962973,2.607903187227135,523.3481064023922,224.1429382763778,0.34249000404014596
252.9731042746581,4.026299252326011,6.441267125225968,3.065200470898179,14.798666757060845,62.95981978768608,0.4254574069030808,2.723923614192918,545.3645204134032,366.84454568198674,0.77049718822336
198.53234112253995,5.268070892273109,4.690559165730001,5.279881062542922,8.136058603840315,308.91006316942054,1.085182463638394,2.555669085656635,600.0,312.11885770468007,0.7810523091985719
135.7058018180228,5.734067301202553,5.440384963516632,4.106550039748801,7.022037695987889,77.46884911014962,0.6198743916266205,2.9909884444570007,252.42972414893717,242.19477882675392,0.9633144714213585
206.71835799660298,7.595435639842779,8.104686851902201,3.697991562764424,14.604710517431855,213.56603576280415,0.5711577041025682,2.661362595985427,551.9066270197452,320.64061338372375,0.6186644871606132
133.8332294670522,7.3741157713702705,3.464479013296213,4.648651775834196,13.003859319647514,131.60712732074944,0.9543353563840107,2.9380644916112253,295.96087525823253,239.96163080547484,0.9139039304936015
247.53095839124683,7.5802916565091385,3.8153643115324694,4.166042241300021,9.332513236240782,256.7471022109306,0.8303256601693596,2.986812274364804,526.6719440854843,361.56427702566424,0.6554735209520534
195.2466615949724,7.251311925679898,7.313834244933988,2.526055707022505,10.098777129426345,89.03246188743096,0.5440715997672427,2.72147547598434,600.0,308.66560922704036,0.5657094883346683
181.63343625416485,7.822906022181556,7.248802141269751,2.8904934552967583,11.489220480819741,319.18684467399754,0.597860587552727,2.837997342058209,578.1961140380712,294.14605789480436,0.4229512659443112
165.0160266319062,5.327499985845288,9.807235291747602,2.8900894439624305,12.937291929715078,231.56562721474387,0.6083837583001541,2.743348072164725,600.0,275.92004361147275,0.47063756183661676
233.7290619618477,3.237367487165472,5.621846368788147,4.399810050449369,11.463625567237775,383.1228958666063,0.32633132806904425,2.454940579668433,564.6237083821227,347.9960466832054,0.6057887797670595
177.6188356056586,3.417810160742391,3.455543390242611,3.8464974647573857,11.422083409203532,286.149279921739,0.4295539294701784,2.9714508315704125,454.7057319896802,289.79563877216833,0.5837155076246568
120.31883313706511,4.951380708861716,6.762762043947395,3.5503402502434147,7.6202593583589415,244.92123810378413,0.7375302816025038,2.6739818706091585,480.9964354240863,223.52266864198174,0.5674502966010645
126.6632335431877,4.2884354563649865,7.468427682332532,4.226556691527152,18.118265855574805,332.5176827263048,0.9818271522784996,2.9364378741369177,600.0,231.31273664874897,0.6100729700374418
303.0366118908486,3.8497029568053365,3.9772195005037436,5.880463143130228,14.52815714489332,91.77461426590177,0.6190482844292209,2.793363207563137,499.3378702428305,413.7733993937355,1.3036790195285985
291.8933643578899,7.766018872543243,6.870033814746377,3.256773824223507,8.045430584428166,254.93327204146064,0.5833527995859591,2.4631145346204715,600.0,403.56669147007784,0.5136241380364244
248.23879096644666,3.9770979420531125,4.384369851607852,4.080781734534069,11.9342416402911,159.2095205899664,0.8505161535305172,2.650231782579788,600.0,362.2532283017209,0.7529284167511077
157.56682194503958,7.796896361576155,8.91311040516748,3.9214800625764625,11.834022768413636,298.7974367628431,0.3572538638802129,2.517508892817492,366.3837276541306,267.55250199950467,0.5865761339037249
304.5578628656743,6.804194201606036,8.84613047048681,4.866572126983379,14.408692298847718,14.665416749050014,0.5807503244171031,2.5019159186925357,266.6936201176802,415.1570115582929,1.9881921806467282
264.7589389288511,6.204728360626117,6.007403671989092,4.921161071931664,14.524174649890643,173.94627812813107,0.40813623619699385,2.8290532462100364,460.24463068854055,378.15187156031845,0.8815816321366627
251.83004953423008,6.380094800446892,9.767202333589628,4.916282885652162,15.033109917716674,262.4222512240031,0.8516462343279148,2.4180119923928767,600.0,365.7386578491622,0.7678976034741176
195.91655394805184,4.65737161829562,9.858417121148191,2.8060783197549792,15.770642802813304,186.95253789465332,0.3123640149160774,2.9796843413363874,600.0,309.37122836475936,0.490745131677979
158.89848642563823,6.232135190291411,3.9047576226333365,3.796372545444751,7.44695664580623,98.99878030693162,0.6478228196024429,2.6699540255676504,521.8576820491312,269.0578535069248,0.8206517047729774
122.14571109008135,3.9334605914063268,5.5739966338272735,5.24469876411655,10.268910808019369,188.41795441337717,0.7961820570924085,2.693854608635239,387.2853889632518,225.77957316368884,0.914842757280492
290.6439008776629,7.688527162679898,7.202250290326512,3.526120682162575,6.242869468417413,340.64908756836286,1.0336754428782402,2.5796573375826926,600.0,402.41421062354567,0.5048876667735521
197.25724457522472,4.508966699802968,3.5938646670701107,5.937020469159716,12.364981169125361,86.70141183276219,0.924551276426105,2.451369643687457,426.11361206348863,310.7810104805437,1.3414046981328422
144.29394324220314,4.275932561467711,5.6785885266989595,3.4591469671687967,12.012021089624023,150.03300463370908,1.142863121013863,2.752945607016903,600.0,252.30812382061677,0.6509886426910568
165.9449344474864,6.555813990970788,4.828204588116135,3.990667309367873,16.280577022512702,396.1825309925504,0.8798784072529453,2.6068526991032566,460.86808851168854,276.95454684641334,0.5433509315987307
223.05688990885625,6.282243590330909,9.664351546766929,3.8981023792101874,8.339637252510055,365.56278171172744,0.5491896349001799,2.77444356962665,600.0,337.32064952338243,0.5451707961479192
138.94551163429944,5.256494591716526,5.881100759820294,3.73465520987697,14.840922399757153,18.41749514002899,0.431723882514422,2.733461884684412,243.14550749895432,246.0342192565318,1.414187492329423
281.0323853753065,6.1622311734539315,8.338696009832589,5.382525473278486,10.293718771022132,214.48112720279568,0.2565824036588403,2.530146508085637,478.5942878512453,393.49275995438535,0.8992002094140973
260.53058173555894,3.797465358804281,5.706937544585216,2.621100950192054,11.34683064733579,30.838145604913993,0.4775876167099666,2.676992353444577,600.0,374.11487159708105,0.8358358532679162
252.3677577937458,6.366641537009775,3.9226844929318485,4.270658825655932,16.070016073200357,369.9424448447958,0.3368486888467008,2.584837805633751,474.04475575764167,366.25909025655307,0.5949084766882496
192.30744531299666,4.353053475975969,9.042060711125933,4.474406309421695,7.001672680030055,179.4102405105872,0.5692247777416819,2.5438344487356987,600.0,305.56004496949396,0.7933284138567551
233.10754770681064,4.3641798833822865,3.002918418321727,5.404885232277483,10.798960445036276,170.28261655156066,0.9025781392526055,2.8618226155781414,399.3147093384133,347.37886349437525,0.9751311686413922
224.07647550276175,3.810899674718923,3.3915861178211504,4.436800639704433,11.478525221955126,112.81368257652771,0.8920340242131459,2.407143955199525,494.73048660448825,338.3477889598715,0.9182254438393525
237.81793972495737,4.661885675180823,5.550690841279303,5.840081391151123,16.020490365923365,229.68349725490077,0.5181664293639421,2.561329715175075,600.0,352.0428875115182,0.9536206254553715
119.64886311823682,4.656255301556641,7.808287788631156,5.488670849043716,8.78914181098981,62.27449558239015,0.7085523706160879,2.7186514102031927,344.930346199443,222.692137482283,1.384725790887314
188.9037470536574,5.270895058511346,5.39193006703543,3.394959793410926,19.263781911666484,320.5872252115411,0.41677156980179914,2.6856875930582746,490.01888217704084,301.94386828314066,0.49604289230760695
110.69736233713553,3.9520975233317475,3.464189723346825,5.439625781163338,19.968667339118213,199.02808621440053,0.7029767185340183,2.964099196151737,419.7298518153369,211.44171924041,0.9316745546511791
205.24408122210446,3.9650376807938317,5.224880236139041,5.833911256373822,17.464741971480777,228.7528420690934,0.7100818762301142,2.9061944887543465,539.8425255118962,319.11429617349893,0.9539032291777596
170.94099337755213,5.708692858316142,4.714866012931136,3.0287887236983453,10.195975020489394,337.1178753235356,0.5012968389184018,2.8509615763129545,547.1158217344347,282.4858175094464,0.43518613736556344
132.2055554730038,3.6443870233523756,3.0379385987273855,4.440835226657634,15.294133157019964,78.13376568455485,0.4594677962405897,2.7084468799622154,255.4231794229998,238.0120635764008,1.0387676292978265
123.61122025401329,6.444485039944176,6.743613392262812,3.127215649368542,7.164072443771063,74.1973139701357,1.1795744639816819,2.6573440394304795,600.0,227.58192260527187,0.7442093171523765
224.8177155851418,7.719735629312983,3.816521403209302,4.59826911632887,18.197910419891148,171.21666078358922,0.7371235110987537,2.4219417411472772,490.71076597282,339.09354290688464,0.828092867624696
137.6539304242092,5.133978108321891,5.012474021576663,2.3745712181880876,13.223900197643832,315.5206552718672,0.762076631577316,2.8930009497832914,554.6922989287881,244.5071576477584,0.3487995648212598
295.3501047407506,7.505526565753383,7.488328811556902,4.93675208747623,8.470148328477,28.12549364045772,0.2077940903680619,2.6584277424972673,207.27740945688134,406.74658846143905,1.6233341834666282
223.44177819738255,3.491582955629322,8.07580982176084,3.6792793143813713,10.583831833863837,319.0922305400045,0.38184078163545015,2.5925804350335935,600.0,337.7085728572647,0.5384235107479408
174.49578914778095,3.214788136878223,4.844189387992158,4.349228714705747,17.210398422831645,202.79885446876486,0.5566219618200228,2.763980627966569,489.52489821598516,286.38864876241456,0.7402704509529242
225.50133771961612,6.6068443875692,5.3043556974566375,2.1034496100939926,18.18317474397865,226.89656272954872,1.1659807425187687,2.8524826913398456,600.0,339.78060183621636,0.3448705743599428
106.76600904520677,6.805107864907482,4.728364666892256,4.781765820841313,13.275987417081929,227.9324456202734,0.3752417342870576,2.7138307923196416,229.06104569973027,206.4054556141321,0.7828037906090434
302.3388755674621,7.215291204828756,9.698220202213344,3.9839654165409737,12.724361004349424,27.186118638299487,0.5032897113268677,2.489749905285235,408.9919820189864,413.1380182281767,1.3249510201277577
202.80141832106614,3.284088391999907,4.33363808891182,4.501004030751368,16.51028645174563,103.6594650986672,1.1901569937849792,2.952987882422427,600.0,316.577339418859,0.9581637744979591
265.59166249530983,6.884535274784152,4.282264225435734,3.262671889504696,17.566654715259766,303.3424933483056,0.6811086423358961,2.4677096939558276,600.0,378.9443689103771,0.4855817065898475
119.29056998378965,4.882693663982909,6.115247070820724,2.5832806936856576,16.707855373541488,167.84590719826704,0.5184077754702265,2.9817429788980463,464.200375619153,222.24734184237704,0.46831134587422
203.71159114517553,4.516688163410993,4.325144514403984,3.741715767984568,11.381992703278907,226.40420798948242,0.83435892048682,2.6654862611583985,600.0,317.52383178377295,0.6139164859177508
204.55776182009487,3.8651196067164846,4.096959193999258,5.775916485145453,14.986960662530471,378.2231057004861,0.6963022845164439,2.967973916535765,600.0,318.4025043908337,0.7986776895803066
298.0057290897714,7.980078775512635,3.6711567639075984,2.9111761066152213,18.00303871579299,23.277348485357688,1.157449091641458,2.9487898558427554,600.0,409.1811090584901,1.0195862624730412
221.49116294659976,3.318317946594318,7.481198736757746,4.703356048141007,8.124648876663874,182.6237444411588,0.28319504799204526,2.6437603592941583,600.0,335.74026986537444,0.8290017399765299
200.95928482090335,7.135040073039997,7.284575784313272,2.1993741761381655,11.433913591609484,147.70328247491975,0.9905479205176613,2.8800151743152402,600.0,314.65735224923964,0.4160725576217137
157.79791358620577,6.197472177452638,7.551140243145764,4.872399141067714,6.792664374253706,47.047523346922766,0.479086378462985,2.453863519096059,291.0874830492827,267.8140377826089,1.3496793475784195
171.2979204445934,6.675402221309335,8.413100056065772,2.9537487472059722,11.7242819996236,380.5637677601202,1.0066693309902317,2.44964056156308,600.0,282.87890355585876,0.40759708654051674
210.8205321165514,6.558585599608982,5.284506089548031,3.80606824091733,16.811949174861084,384.77653795067465,1.0477203405828663,2.6135739622328136,600.0,324.8686245332603,0.5232875190179147
193.73249520375475,7.292172425365913,9.428966135283451,3.4710124023790963,8.758398207958225,128.0378209048157,1.0492228580233984,2.765871060085901,600.0,307.0677081655114,0.6886682707721012
106.51692469498906,3.9189603492805416,8.132432277481293,2.451361373269422,13.586420115741372,378.9530612221861,1.066695698888422,2.405592641891691,600.0,206.08430233827815,0.33874965790186395
274.6950121566208,3.0041230841734268,8.632960120068308,3.382327810047103,6.51220026790558,18.89357465609281,0.9181275067830907,2.709105075005851,584.3637406966527,387.55470647945447,1.2699237686539964
289.2976013145112,5.992642445216331,8.046735146786979,3.4004998331727423,18.567099870243215,392.4539161827998,0.34240414671486025,2.985388142249124,600.0,401.17056001251603,0.46445809386071424
131.31205960070966,4.76929319661667,5.509189518027933,4.088422556119006,17.48006572860632,335.19314648142245,0.2519025934987769,2.9150672571601177,228.44930753888607,236.93846743405604,0.5885599853667092
217.79355399966133,3.6189366555856886,4.981227416438444,5.88940613175995,13.341728685018923,89.66043722042949,0.5407652437808579,2.5394823718513493,323.0786905932541,331.9931941736393,1.3158444511108016
124.6923298973077,3.930693770521194,5.957619487053099,3.8800700900425213,15.881017943607297,241.82112580416245,0.6950698586110775,2.7168412571580447,465.1399688758989,228.90695739289905,0.6227898001834601
